claim_id,product_category,product_age_months,warranty_period_months,receipt_available,serial_number_valid,damage_type,repair_history,purchase_price,claim_amount,days_since_purchase,claim_status
691,Laptop,15,24,1,1,Software Failure,0,1590.46,755.0,446,Valid
692,Headphones,57,24,0,1,Screen Damage,1,189.71,168.6,1711,Manual Review
693,Tablet,29,24,0,0,Water Damage,3,865.38,102.26,876,Invalid
694,Refrigerator,3,12,1,1,Manufacturing Defect,0,1569.67,664.34,91,Valid
695,Washing Machine,53,36,0,0,Unknown,2,423.52,137.31,1578,Invalid
696,Refrigerator,30,36,1,1,Battery Failure,3,2484.49,1938.89,892,Manual Review
697,TV,15,24,1,1,Manufacturing Defect,2,725.5,228.02,445,Valid
698,Tablet,25,12,0,1,Physical Damage,2,901.45,289.79,759,Invalid
699,TV,15,24,1,1,Battery Failure,1,1043.62,369.65,448,Valid
700,Refrigerator,16,24,1,1,Electrical Failure,0,703.75,311.47,471,Valid
701,Headphones,33,12,0,1,Water Damage,1,382.46,237.34,1000,Manual Review
702,Refrigerator,53,36,0,1,Water Damage,1,1146.88,144.98,1579,Invalid
703,Camera,35,36,1,1,Battery Failure,1,1099.88,290.99,1035,Valid
704,Camera,29,12,0,1,Software Failure,1,432.7,450.57,860,Manual Review
705,Tablet,56,36,0,0,Water Damage,4,294.39,130.71,1671,Invalid
706,Camera,12,36,1,1,Battery Failure,0,1948.14,310.2,364,Valid
707,Refrigerator,18,12,1,0,Software Failure,0,1260.6,863.65,543,Manual Review
708,Headphones,27,12,0,0,Physical Damage,3,209.57,130.46,808,Invalid
709,Tablet,1,12,1,1,Battery Failure,2,671.23,72.84,26,Valid
710,Refrigerator,58,36,0,1,Physical Damage,3,1623.73,1287.95,1744,Invalid
711,Headphones,54,36,0,0,Physical Damage,2,213.95,97.28,1620,Invalid
712,Washing Machine,33,24,0,0,Physical Damage,1,1513.72,411.31,985,Invalid
713,Headphones,20,36,1,1,Electrical Failure,0,346.69,130.45,598,Valid
714,Laptop,12,12,1,1,Screen Damage,4,1601.53,1136.03,354,Manual Review
715,Tablet,56,12,1,0,Water Damage,0,380.75,265.2,1688,Manual Review
716,Refrigerator,8,36,1,1,Software Failure,1,860.17,482.53,229,Valid
717,TV,33,24,0,1,Physical Damage,1,1605.71,247.95,999,Invalid
718,Tablet,46,12,0,0,Unknown,0,1002.09,1003.99,1385,Manual Review
719,Washing Machine,2,12,1,1,Battery Failure,1,373.43,148.32,54,Valid
720,TV,21,36,1,1,Manufacturing Defect,0,1658.83,1188.31,627,Valid
721,Refrigerator,47,36,0,0,Water Damage,4,1180.33,842.68,1421,Invalid
722,Laptop,7,36,1,1,Battery Failure,2,557.14,398.34,213,Valid
723,Headphones,17,36,1,1,Battery Failure,0,401.66,262.07,513,Valid
724,TV,51,36,0,1,Water Damage,2,783.62,584.26,1530,Invalid
725,Refrigerator,3,12,1,1,Electrical Failure,0,899.04,613.26,78,Valid
726,Refrigerator,44,36,1,0,Electrical Failure,1,788.1,694.88,1331,Manual Review
727,TV,35,12,0,1,Physical Damage,4,1002.07,506.81,1063,Manual Review
728,Camera,31,12,0,1,Water Damage,1,1850.47,1096.12,926,Invalid
729,Laptop,44,36,0,1,Physical Damage,1,2363.59,1174.87,1316,Invalid
730,Smartphone,48,36,1,0,Physical Damage,3,968.8,647.25,1438,Manual Review
731,Tablet,9,24,1,1,Electrical Failure,0,800.14,100.81,262,Valid
732,Headphones,4,36,1,1,Battery Failure,2,182.77,46.7,126,Valid
733,Smartphone,54,24,1,0,Software Failure,4,1047.07,532.44,1618,Manual Review
734,Washing Machine,37,24,0,0,Unknown,2,359.23,98.96,1117,Invalid
735,Laptop,51,24,0,1,Unknown,3,457.44,190.88,1516,Invalid
736,Headphones,37,12,0,0,Water Damage,2,466.43,255.79,1108,Invalid
737,TV,43,36,0,0,Screen Damage,1,327.02,305.57,1291,Manual Review
738,Laptop,23,24,1,1,Electrical Failure,0,1076.43,833.64,679,Valid
739,Refrigerator,55,24,0,0,Unknown,3,1265.27,589.82,1665,Invalid
740,Smartphone,57,24,0,0,Physical Damage,4,1236.08,477.46,1705,Invalid
741,Washing Machine,9,12,1,1,Electrical Failure,0,1537.27,1269.93,270,Valid
742,Tablet,12,36,1,1,Software Failure,2,1184.39,317.63,370,Valid
743,Headphones,42,24,0,1,Unknown,3,433.57,350.61,1268,Manual Review
744,Camera,47,36,0,0,Unknown,4,478.03,345.33,1414,Invalid
745,TV,34,36,1,1,Battery Failure,2,492.97,190.06,1014,Valid
746,TV,28,24,1,0,Physical Damage,4,1504.35,935.38,839,Manual Review
747,Camera,50,24,1,1,Software Failure,2,868.1,870.87,1487,Manual Review
748,Headphones,47,12,0,0,Water Damage,4,40.93,28.79,1408,Invalid
749,Camera,48,36,1,0,Software Failure,1,1065.58,966.41,1439,Manual Review
750,TV,42,12,0,1,Water Damage,1,1000.58,380.95,1253,Invalid
751,Washing Machine,59,24,1,0,Physical Damage,2,1596.89,825.01,1779,Invalid
752,Camera,39,24,0,1,Battery Failure,2,1382.41,1179.63,1173,Manual Review
753,Smartphone,21,24,1,0,Screen Damage,2,867.21,814.43,627,Manual Review
754,Tablet,3,36,1,1,Software Failure,2,601.28,309.29,76,Valid
755,Laptop,13,24,1,1,Electrical Failure,2,1561.77,450.67,405,Valid
756,TV,38,12,1,1,Screen Damage,4,1097.34,667.9,1145,Manual Review
757,Tablet,28,24,0,0,Screen Damage,2,338.61,367.22,826,Manual Review
758,TV,57,36,0,0,Unknown,3,1415.25,623.14,1711,Invalid
759,Washing Machine,48,12,0,0,Electrical Failure,0,1615.72,1743.8,1446,Manual Review
760,Camera,27,12,0,1,Water Damage,1,579.52,297.17,806,Invalid
761,Headphones,9,36,1,1,Electrical Failure,1,455.75,255.91,255,Valid
762,Headphones,19,24,1,0,Water Damage,3,257.17,215.15,584,Manual Review
763,Smartphone,19,24,1,1,Manufacturing Defect,0,333.19,193.94,569,Valid
764,Smartphone,6,12,1,1,Manufacturing Defect,0,1165.54,629.71,187,Valid
765,TV,42,36,0,0,Physical Damage,3,519.97,357.73,1272,Invalid
766,Headphones,3,12,1,1,Manufacturing Defect,0,202.17,138.26,87,Valid
767,Washing Machine,6,36,1,1,Battery Failure,0,956.64,273.42,179,Valid
768,Smartphone,3,24,1,1,Electrical Failure,0,996.76,845.2,101,Valid
769,Smartphone,41,24,0,0,Water Damage,3,1023.77,520.11,1217,Invalid
770,Washing Machine,11,12,1,1,Software Failure,1,852.03,164.75,343,Valid
771,Tablet,43,12,1,0,Screen Damage,2,298.53,291.28,1286,Manual Review
772,Camera,13,12,0,1,Physical Damage,2,1634.98,799.62,399,Invalid
773,Laptop,43,24,0,1,Physical Damage,3,1690.01,1265.77,1290,Invalid
774,Headphones,19,24,1,1,Manufacturing Defect,2,486.91,82.7,575,Valid
775,Headphones,54,12,0,1,Manufacturing Defect,4,45.08,34.37,1621,Manual Review
776,Refrigerator,15,36,1,0,Physical Damage,0,2453.65,1994.57,439,Manual Review
777,Washing Machine,36,24,1,1,Water Damage,1,1704.37,722.46,1079,Invalid
778,Camera,27,24,0,0,Water Damage,2,1556.2,1220.88,805,Invalid
779,Washing Machine,57,24,0,0,Water Damage,3,1029.34,351.68,1711,Invalid
780,Tablet,9,12,1,1,Software Failure,0,1139.02,433.05,267,Valid
781,Laptop,37,36,1,1,Battery Failure,2,595.86,370.78,1108,Manual Review
782,Laptop,20,24,1,1,Physical Damage,1,1725.47,865.05,597,Manual Review
783,TV,41,24,0,1,Electrical Failure,2,1360.68,1370.41,1217,Manual Review
784,Laptop,7,36,1,1,Battery Failure,1,1360.86,468.8,203,Valid
785,Camera,3,24,0,0,Electrical Failure,1,1288.36,1154.31,96,Manual Review
786,Refrigerator,2,36,1,1,Software Failure,0,1470.0,717.82,68,Valid
787,Refrigerator,35,12,0,1,Electrical Failure,4,1864.79,995.78,1038,Manual Review
788,Camera,10,36,1,1,Battery Failure,0,1831.0,1523.67,313,Valid
789,Headphones,51,36,0,1,Water Damage,4,453.11,168.13,1525,Invalid
790,Headphones,57,36,0,0,Physical Damage,2,318.44,233.46,1714,Invalid
791,Washing Machine,53,36,1,0,Battery Failure,3,1049.17,1112.43,1585,Manual Review
792,Smartphone,59,36,1,0,Physical Damage,4,1204.26,831.94,1780,Invalid
793,Washing Machine,13,24,1,1,Manufacturing Defect,1,988.5,810.05,382,Valid
794,TV,57,36,1,1,Unknown,4,1167.67,161.01,1705,Invalid
795,Tablet,7,12,1,1,Battery Failure,2,851.45,441.94,206,Valid
796,Laptop,53,24,0,1,Water Damage,4,861.72,180.47,1598,Invalid
797,Refrigerator,13,12,0,1,Unknown,1,1187.56,550.83,381,Invalid
798,Laptop,35,24,1,0,Water Damage,1,2078.27,931.07,1042,Invalid
799,Tablet,33,24,0,0,Manufacturing Defect,2,776.94,588.76,975,Manual Review
800,Headphones,15,12,0,1,Physical Damage,0,323.12,317.75,441,Manual Review
801,Headphones,53,36,1,1,Screen Damage,2,231.53,233.26,1605,Manual Review
802,Smartphone,50,36,0,0,Screen Damage,4,1152.16,840.43,1489,Manual Review
803,Tablet,20,12,0,0,Water Damage,3,244.76,109.53,604,Invalid
804,Camera,45,24,1,0,Unknown,3,1944.26,470.82,1362,Invalid
805,Washing Machine,26,24,1,1,Software Failure,3,1261.57,1001.35,783,Manual Review
806,Camera,58,12,0,0,Unknown,4,859.26,456.63,1751,Invalid
807,TV,53,12,0,0,Water Damage,3,1212.49,376.11,1599,Invalid
808,Laptop,26,12,0,1,Unknown,3,2416.2,353.44,789,Invalid
809,Tablet,18,12,1,0,Water Damage,4,749.64,507.88,526,Manual Review
810,Smartphone,48,24,0,0,Water Damage,2,602.16,118.56,1442,Invalid
811,Refrigerator,14,12,0,1,Unknown,1,1228.29,961.86,420,Invalid
812,Headphones,56,24,0,1,Water Damage,1,125.75,43.35,1674,Invalid
813,Washing Machine,41,12,1,0,Software Failure,3,1026.8,657.29,1238,Manual Review
814,TV,43,36,1,0,Unknown,2,964.92,379.05,1279,Invalid
815,Tablet,60,36,0,1,Water Damage,3,806.59,125.38,1801,Invalid
816,Washing Machine,20,36,1,1,Battery Failure,2,571.7,432.99,588,Valid
817,Tablet,23,12,0,1,Water Damage,2,496.74,193.84,678,Invalid
818,Washing Machine,24,24,1,1,Battery Failure,2,1051.19,676.04,716,Valid
819,Refrigerator,4,24,1,1,Electrical Failure,2,1245.27,408.53,113,Valid
820,TV,34,12,0,1,Screen Damage,3,1596.53,804.88,1013,Manual Review
821,TV,15,36,1,1,Manufacturing Defect,0,353.03,222.72,437,Valid
822,Smartphone,37,12,1,1,Water Damage,4,476.54,365.12,1100,Manual Review
823,Camera,21,24,1,1,Electrical Failure,2,593.47,127.44,631,Valid
824,TV,21,24,1,1,Manufacturing Defect,2,623.49,106.86,617,Valid
825,Laptop,10,24,1,1,Software Failure,0,1937.94,1612.16,298,Valid
826,Laptop,46,24,1,1,Unknown,2,857.82,647.53,1368,Invalid
827,Washing Machine,9,24,1,1,Battery Failure,0,628.53,213.17,283,Valid
828,Washing Machine,45,24,0,0,Water Damage,1,494.66,338.66,1362,Invalid
829,Smartphone,12,12,1,1,Manufacturing Defect,1,878.68,377.15,369,Valid
830,Refrigerator,13,12,1,1,Unknown,3,2046.1,1680.47,405,Manual Review
831,Washing Machine,60,36,1,1,Software Failure,3,1742.17,1358.77,1799,Manual Review
832,Tablet,36,12,0,0,Water Damage,4,1124.7,721.33,1091,Invalid
833,TV,17,36,1,1,Battery Failure,2,1348.05,233.04,496,Valid
834,Laptop,35,24,0,0,Physical Damage,4,2292.96,1141.06,1043,Invalid
835,Headphones,8,12,1,1,Battery Failure,2,295.04,121.43,242,Valid
836,Laptop,43,12,0,0,Unknown,3,919.02,632.61,1290,Invalid
837,Camera,3,12,0,0,Water Damage,0,1223.9,1100.48,96,Manual Review
838,TV,24,12,0,0,Water Damage,4,378.0,208.38,726,Invalid
839,Smartphone,60,12,0,0,Water Damage,1,306.69,134.8,1813,Invalid
840,Laptop,4,24,1,1,Electrical Failure,2,1049.51,584.18,128,Valid
841,Refrigerator,54,36,1,1,Unknown,2,1710.75,411.64,1614,Invalid
842,Headphones,3,24,1,1,Screen Damage,0,312.67,241.28,93,Manual Review
843,Laptop,55,24,0,0,Physical Damage,2,1251.94,570.34,1657,Invalid
844,Laptop,44,36,0,0,Water Damage,1,1241.18,310.44,1315,Invalid
845,Camera,20,12,0,0,Unknown,2,844.6,154.07,596,Invalid
846,Camera,37,24,0,0,Software Failure,0,1931.31,1792.76,1112,Manual Review
847,TV,53,36,1,0,Screen Damage,2,506.81,366.77,1598,Manual Review
848,TV,38,12,0,0,Water Damage,0,1813.26,1787.88,1136,Manual Review
849,TV,39,12,1,0,Physical Damage,4,1424.84,364.46,1161,Invalid
850,Tablet,4,12,1,1,Electrical Failure,1,1175.44,756.32,121,Valid
851,Tablet,55,36,0,1,Water Damage,4,786.47,440.63,1645,Invalid
852,TV,14,36,1,1,Software Failure,2,669.76,107.76,422,Valid
853,Laptop,10,36,0,0,Unknown,0,2281.5,1583.37,286,Manual Review
854,Camera,48,12,0,0,Unknown,1,1932.33,1030.4,1442,Invalid
855,Tablet,43,12,0,0,Physical Damage,1,840.56,388.66,1279,Invalid
856,Laptop,33,12,1,0,Water Damage,3,1269.48,909.06,988,Invalid
857,Headphones,32,12,1,1,Manufacturing Defect,2,378.77,285.97,948,Manual Review
858,Washing Machine,9,24,1,1,Software Failure,0,1448.21,307.67,283,Valid
859,Smartphone,43,24,0,0,Water Damage,4,488.7,142.36,1296,Invalid
860,Smartphone,1,24,1,1,Electrical Failure,0,668.32,164.64,32,Valid
861,Refrigerator,56,12,0,1,Manufacturing Defect,0,2434.42,1768.1,1677,Manual Review
862,Tablet,9,24,1,1,Software Failure,4,767.81,558.0,256,Manual Review
863,Headphones,54,12,0,0,Water Damage,4,333.05,244.71,1605,Invalid
864,Smartphone,22,36,1,1,Manufacturing Defect,1,1065.81,182.13,654,Valid
865,TV,35,12,0,1,Manufacturing Defect,1,736.07,784.08,1039,Manual Review
866,Tablet,19,12,0,1,Physical Damage,1,551.76,430.62,576,Invalid
867,Laptop,21,24,0,0,Electrical Failure,3,848.94,486.0,626,Manual Review
868,Washing Machine,30,24,0,1,Manufacturing Defect,3,1357.66,760.65,901,Manual Review
869,Tablet,23,24,1,1,Software Failure,1,1150.02,609.0,691,Valid
870,Smartphone,14,12,1,0,Water Damage,3,1429.8,777.45,433,Manual Review
871,Smartphone,30,36,1,1,Battery Failure,1,1272.23,888.35,887,Valid
872,Headphones,9,24,1,1,Battery Failure,2,395.51,121.81,270,Valid
873,Refrigerator,42,12,0,0,Physical Damage,1,2180.76,1229.68,1270,Invalid
874,Refrigerator,35,24,0,0,Water Damage,2,1756.81,745.78,1037,Invalid
875,Tablet,5,12,1,1,Electrical Failure,1,683.12,546.96,161,Valid
876,Smartphone,51,12,0,0,Software Failure,3,1127.77,618.88,1522,Manual Review
877,Washing Machine,59,36,0,1,Unknown,2,1392.82,918.85,1784,Invalid
878,Laptop,5,12,1,1,Battery Failure,0,2392.23,1894.49,147,Valid
879,Headphones,38,24,0,0,Physical Damage,3,283.78,114.37,1131,Invalid
880,Refrigerator,39,36,1,0,Physical Damage,3,1041.92,553.72,1173,Invalid
881,Tablet,58,24,1,0,Water Damage,2,735.21,236.92,1755,Invalid
882,Washing Machine,28,36,0,0,Electrical Failure,2,1421.44,863.39,825,Manual Review
883,Camera,47,12,0,0,Screen Damage,3,464.57,339.32,1395,Manual Review
884,Tablet,51,36,0,0,Water Damage,1,509.01,226.77,1524,Invalid
885,Refrigerator,42,36,0,0,Physical Damage,3,915.45,494.9,1269,Invalid
886,Headphones,38,36,0,0,Water Damage,1,102.98,29.22,1145,Invalid
887,Smartphone,19,36,1,0,Water Damage,3,304.58,253.09,582,Manual Review
888,Tablet,3,24,0,1,Manufacturing Defect,0,1021.34,798.62,88,Manual Review
889,Laptop,1,12,1,1,Electrical Failure,1,1386.82,855.71,16,Valid
890,Smartphone,12,12,1,1,Battery Failure,1,610.21,253.16,356,Valid
891,Washing Machine,39,12,0,0,Unknown,1,975.76,624.98,1176,Invalid
892,Smartphone,50,36,0,0,Unknown,3,1076.56,404.36,1490,Invalid
893,Tablet,5,36,1,1,Battery Failure,2,942.17,443.37,159,Valid
894,Camera,21,12,1,0,Physical Damage,4,1256.5,962.84,636,Invalid
895,Tablet,16,36,1,1,Battery Failure,2,737.84,162.4,495,Valid
896,Headphones,8,12,1,1,Software Failure,1,344.96,120.73,252,Valid
897,Tablet,32,24,1,1,Physical Damage,0,164.34,91.72,962,Manual Review
898,Refrigerator,19,36,1,1,Manufacturing Defect,2,1815.47,1288.74,580,Valid
899,Washing Machine,18,12,0,1,Physical Damage,3,1582.71,548.48,549,Invalid
900,Smartphone,24,24,1,1,Electrical Failure,2,664.66,521.81,726,Valid
901,TV,28,12,0,0,Screen Damage,0,1168.7,851.06,847,Manual Review
902,Tablet,54,36,0,0,Unknown,2,595.42,420.05,1608,Invalid
903,Laptop,14,36,1,1,Software Failure,0,2249.81,1799.72,433,Valid
904,Headphones,49,24,0,0,Screen Damage,1,210.52,197.24,1468,Manual Review
905,Camera,16,24,1,1,Battery Failure,1,571.04,443.6,465,Valid
906,Laptop,6,12,1,1,Battery Failure,1,557.51,123.03,195,Valid
907,Washing Machine,32,12,0,0,Water Damage,4,602.9,394.85,966,Invalid
908,TV,28,36,0,0,Manufacturing Defect,1,769.08,557.36,829,Manual Review
909,Smartphone,6,12,1,1,Battery Failure,0,427.03,294.75,191,Valid
910,Headphones,24,36,1,1,Software Failure,0,490.95,476.86,722,Manual Review
911,Refrigerator,57,12,1,0,Water Damage,1,1319.44,987.79,1709,Invalid
912,Laptop,52,36,0,1,Unknown,2,1997.86,1253.1,1555,Invalid
913,Washing Machine,42,12,1,0,Unknown,2,303.07,167.45,1260,Invalid
914,Camera,38,12,1,1,Physical Damage,1,1725.5,1303.49,1134,Invalid
915,Headphones,50,12,0,0,Water Damage,4,479.27,107.03,1487,Invalid
916,Headphones,5,12,1,1,Battery Failure,0,194.73,120.71,160,Valid
917,Washing Machine,59,36,0,0,Physical Damage,4,1549.62,1196.09,1776,Invalid
918,Smartphone,45,12,1,0,Water Damage,4,1468.29,500.2,1355,Invalid
919,Smartphone,17,36,1,0,Software Failure,4,960.78,894.48,506,Manual Review
920,Laptop,58,36,1,1,Battery Failure,0,2196.28,2239.51,1749,Manual Review
921,Refrigerator,22,12,0,1,Water Damage,3,2442.03,1682.29,667,Manual Review
922,Refrigerator,21,24,1,1,Manufacturing Defect,0,2179.33,1850.12,628,Valid
923,Headphones,27,36,0,0,Physical Damage,2,448.21,360.58,820,Manual Review
924,TV,43,24,1,1,Manufacturing Defect,2,1660.97,1700.58,1275,Manual Review
925,Camera,15,36,1,1,Electrical Failure,1,829.84,648.42,453,Valid
926,Tablet,1,24,1,1,Electrical Failure,0,1116.57,359.06,17,Valid
927,Headphones,28,36,1,1,Battery Failure,2,240.15,103.97,848,Valid
928,TV,56,12,1,0,Water Damage,4,1516.96,424.16,1665,Invalid
929,Refrigerator,19,24,1,1,Manufacturing Defect,1,1051.86,505.42,569,Valid
930,Smartphone,51,24,0,0,Physical Damage,2,1363.14,535.96,1531,Invalid
931,Smartphone,15,24,1,0,Physical Damage,0,1471.33,1210.07,459,Manual Review
932,Smartphone,41,36,1,0,Physical Damage,2,575.12,144.0,1239,Invalid
933,TV,24,24,0,0,Physical Damage,2,895.52,498.33,713,Manual Review
934,TV,5,12,1,1,Software Failure,1,1120.42,212.87,148,Valid
935,Smartphone,25,36,1,1,Electrical Failure,0,553.13,446.41,747,Valid
936,Smartphone,33,24,1,1,Physical Damage,2,1106.41,663.11,998,Invalid
937,Laptop,8,12,1,1,Electrical Failure,0,1298.38,1095.68,247,Valid
938,Tablet,53,12,0,1,Water Damage,1,1118.57,242.1,1591,Invalid
939,Laptop,43,12,0,1,Unknown,1,2027.23,1475.58,1295,Invalid
940,Tablet,23,12,0,1,Manufacturing Defect,1,1011.79,672.59,702,Manual Review
941,Laptop,55,36,0,0,Water Damage,3,1418.29,512.16,1645,Invalid
942,Camera,22,36,1,1,Manufacturing Defect,0,1295.76,315.77,649,Valid
943,Tablet,5,12,1,1,Electrical Failure,1,496.36,106.37,147,Valid
944,Refrigerator,25,24,0,1,Unknown,0,1820.7,1942.4,765,Manual Review
945,Camera,12,24,1,1,Manufacturing Defect,0,851.12,88.43,356,Valid
946,Washing Machine,2,12,1,1,Electrical Failure,0,815.93,301.27,53,Valid
947,Headphones,5,12,1,1,Battery Failure,0,283.32,186.63,158,Valid
948,Headphones,53,12,0,0,Unknown,2,483.22,310.86,1584,Invalid
949,Refrigerator,28,12,1,0,Water Damage,2,2243.04,1158.26,855,Manual Review
950,Refrigerator,21,36,1,1,Manufacturing Defect,0,1984.32,429.97,616,Valid
951,Laptop,7,24,1,1,Battery Failure,2,988.25,589.87,206,Manual Review
952,Washing Machine,4,36,1,1,Manufacturing Defect,0,1555.05,885.81,105,Valid
953,Headphones,6,12,0,1,Screen Damage,2,416.31,356.61,183,Manual Review
954,Washing Machine,15,24,1,1,Electrical Failure,2,1009.78,262.82,463,Valid
955,Camera,21,24,1,1,Battery Failure,1,2092.85,1099.08,643,Manual Review
956,TV,20,36,1,1,Battery Failure,0,330.87,69.65,600,Valid
957,Headphones,57,12,0,0,Physical Damage,4,330.58,154.19,1704,Invalid
958,TV,41,36,0,0,Physical Damage,4,1028.09,624.29,1222,Invalid
959,Refrigerator,1,12,1,1,Battery Failure,2,579.87,469.82,30,Valid
960,Refrigerator,25,36,0,1,Battery Failure,1,2362.31,2383.2,742,Manual Review
961,Headphones,55,36,1,1,Unknown,3,228.52,163.22,1635,Invalid
962,Headphones,33,36,0,1,Water Damage,1,128.64,120.15,982,Manual Review
963,Laptop,11,24,0,1,Electrical Failure,2,2242.23,1933.54,345,Manual Review
964,TV,11,12,0,0,Physical Damage,4,1664.61,1760.75,315,Manual Review
965,Camera,32,36,1,1,Battery Failure,2,742.73,242.97,949,Valid
966,TV,26,24,1,1,Software Failure,3,1188.75,1230.73,773,Manual Review
967,Laptop,46,36,0,1,Manufacturing Defect,3,1872.94,1354.16,1386,Manual Review
968,Smartphone,35,24,1,0,Physical Damage,2,1397.69,570.71,1042,Invalid
969,TV,19,24,1,1,Electrical Failure,1,625.89,64.68,563,Valid
970,Washing Machine,23,36,1,1,Manufacturing Defect,2,1637.0,829.35,702,Valid
971,Headphones,11,24,1,0,Battery Failure,1,171.6,176.71,317,Manual Review
972,Refrigerator,10,12,1,1,Software Failure,0,2294.08,1093.2,290,Valid
973,Washing Machine,17,36,1,1,Electrical Failure,0,718.51,587.74,504,Valid
974,Camera,19,24,1,1,Manufacturing Defect,1,1364.73,1066.93,561,Valid
975,Headphones,10,24,1,1,Software Failure,0,120.51,22.96,288,Valid
976,Laptop,29,12,0,0,Physical Damage,1,1766.7,1614.44,862,Manual Review
977,Camera,37,24,1,1,Water Damage,1,702.07,352.16,1101,Manual Review
978,Headphones,25,36,1,0,Screen Damage,3,388.63,224.28,739,Manual Review
979,Tablet,16,36,1,1,Unknown,1,970.35,643.46,467,Manual Review
980,Headphones,4,12,1,0,Physical Damage,0,383.29,417.14,135,Manual Review
981,TV,10,36,1,1,Manufacturing Defect,1,1467.66,1242.45,298,Manual Review
982,Laptop,5,12,1,1,Manufacturing Defect,0,696.85,264.79,147,Valid
983,Headphones,32,36,1,1,Manufacturing Defect,0,223.33,111.48,945,Valid
984,Laptop,26,12,0,0,Screen Damage,4,2216.28,1492.91,789,Manual Review
985,Smartphone,6,12,1,1,Software Failure,0,1469.45,857.42,167,Valid
986,Camera,14,24,1,1,Manufacturing Defect,0,682.9,118.79,428,Valid
987,TV,41,12,0,1,Unknown,4,729.56,476.05,1217,Invalid
988,Refrigerator,5,12,1,1,Electrical Failure,1,1111.3,733.37,138,Valid
989,TV,11,12,1,1,Battery Failure,2,1390.28,354.59,331,Valid
990,Refrigerator,22,12,0,1,Unknown,1,1119.13,1067.86,667,Manual Review
991,Tablet,10,36,1,1,Manufacturing Defect,2,790.84,413.19,290,Valid
992,Refrigerator,4,12,1,1,Battery Failure,1,525.78,246.6,109,Valid
993,Camera,25,12,0,1,Unknown,1,2021.63,865.98,736,Invalid
994,Laptop,17,12,0,1,Software Failure,1,1035.71,793.48,506,Manual Review
995,Refrigerator,42,36,0,0,Physical Damage,0,1002.86,729.67,1253,Manual Review
996,TV,28,24,1,0,Water Damage,1,1334.24,857.95,849,Invalid
997,Camera,49,36,0,0,Water Damage,0,497.1,271.4,1460,Manual Review
998,Washing Machine,54,36,0,1,Unknown,3,897.19,575.94,1609,Invalid
999,Refrigerator,3,24,1,1,Electrical Failure,0,1012.35,381.34,100,Valid
1000,Camera,51,36,0,0,Physical Damage,1,1824.96,1306.8,1538,Invalid
1001,Tablet,26,36,0,1,Battery Failure,2,376.4,263.07,788,Manual Review
1002,Washing Machine,18,24,1,1,Software Failure,1,1125.58,953.9,536,Valid
1003,Laptop,55,36,0,0,Electrical Failure,0,1683.56,1337.44,1657,Manual Review
1004,Headphones,7,24,1,1,Battery Failure,2,432.33,167.41,208,Valid
1005,Headphones,45,24,0,1,Screen Damage,3,335.65,342.01,1343,Manual Review
1006,Camera,41,36,0,1,Physical Damage,2,2018.44,434.81,1240,Invalid
1007,Washing Machine,10,12,0,0,Manufacturing Defect,1,510.33,413.97,300,Manual Review
1008,Tablet,57,24,1,0,Screen Damage,2,919.71,538.57,1708,Manual Review
1009,Laptop,11,12,1,1,Manufacturing Defect,0,2182.26,1734.41,320,Valid
1010,Washing Machine,47,24,1,0,Battery Failure,0,927.32,534.78,1417,Manual Review
1011,Refrigerator,51,24,0,1,Water Damage,2,960.56,664.88,1524,Invalid
1012,TV,12,24,1,1,Battery Failure,0,697.94,123.61,350,Valid
1013,Laptop,60,12,0,0,Water Damage,1,1417.26,608.99,1813,Invalid
1014,Smartphone,37,12,0,0,Screen Damage,4,1166.64,763.05,1097,Manual Review
1015,Refrigerator,48,24,0,0,Physical Damage,4,2193.84,476.33,1429,Invalid
1016,Smartphone,52,24,1,1,Water Damage,3,1166.05,880.87,1569,Manual Review
1017,Refrigerator,7,12,1,1,Electrical Failure,2,2477.09,767.38,216,Valid
1018,Camera,3,12,1,1,Battery Failure,2,1827.64,1239.73,80,Valid
1019,Tablet,36,24,1,0,Physical Damage,3,1132.99,483.64,1085,Invalid
1020,Tablet,4,36,1,1,Software Failure,2,521.28,99.92,126,Valid
1021,TV,47,36,0,1,Physical Damage,1,1705.46,973.75,1395,Invalid
1022,Laptop,23,36,1,1,Battery Failure,1,956.52,316.83,678,Valid
1023,Washing Machine,40,12,1,0,Software Failure,0,1206.76,1251.83,1190,Manual Review
1024,Laptop,59,36,0,1,Battery Failure,3,1034.66,674.31,1785,Manual Review
1025,Washing Machine,15,36,1,1,Manufacturing Defect,2,1664.08,1194.63,444,Valid
1026,Headphones,16,24,1,1,Electrical Failure,0,97.52,34.63,492,Valid
1027,Refrigerator,59,24,0,0,Water Damage,4,637.65,378.39,1770,Invalid
1028,Laptop,28,24,1,0,Electrical Failure,2,1895.08,1637.93,852,Manual Review
1029,Camera,26,36,1,1,Software Failure,0,519.75,440.75,780,Valid
1030,Laptop,28,24,0,1,Physical Damage,3,522.43,342.7,844,Invalid
1031,TV,1,12,1,1,Software Failure,1,1202.78,727.83,32,Valid
1032,Laptop,53,24,0,0,Water Damage,2,1859.58,699.89,1578,Invalid
1033,Refrigerator,9,24,1,1,Electrical Failure,2,2442.24,1498.65,262,Valid
1034,Refrigerator,42,24,0,0,Water Damage,2,2470.51,292.36,1264,Invalid
